plant_disease_name,causes,recommendations,predicted_score,uploaded_image_path,uploaded_time,detected_time
Cucumber Mosaic Virus,Poor Drainage,Control pests,0.57,/user/user/document/image_280.jpg,2023-04-17 01:25:04,2023-12-15 01:52:40
Cabbage Yellows,Environmental Stress,Apply bactericide,0.72,/user/user/document/image_958.jpg,2022-10-23 04:31:48,2023-03-17 05:29:04
Bacterial Spot,Bacterial Infection,Adjust watering schedule,0.95,/user/user/document/image_973.jpg,2023-04-10 21:27:02,2024-05-08 15:40:02
Cercospora Leaf Spot,Nutrient Deficiency,Use fungicide,0.52,/user/user/document/image_739.jpg,2022-10-14 22:03:58,2024-03-11 08:58:59
Basal Stem Rot,Nutrient Deficiency,Use proper sanitation practices,0.92,/user/user/document/image_321.jpg,2022-04-12 02:07:21,2023-08-25 13:42:59
Pink Root,Pests,Improve soil drainage,0.89,/user/user/document/image_999.jpg,2022-08-25 09:01:27,2022-03-04 17:59:53
Downy Mildew,Pests,Adjust watering schedule,0.61,/user/user/document/image_338.jpg,2022-05-27 11:21:14,2022-06-05 15:25:39
Rhizoctonia Root Rot,Nutrient Deficiency,Adjust watering schedule,0.87,/user/user/document/image_273.jpg,2022-07-09 15:24:54,2024-01-26 18:43:09
Spinach Downy Mildew,Chemical Damage,Apply neem oil,0.76,/user/user/document/image_64.jpg,2023-11-01 01:32:20,2022-05-29 03:47:17
Leaf Scorch,Pests,Control pests,0.96,/user/user/document/image_879.jpg,2023-12-03 16:13:06,2024-01-24 14:11:49
Kale Black Rot,Pests,Use proper sanitation practices,0.66,/user/user/document/image_76.jpg,2024-02-13 18:07:56,2023-06-08 23:22:20
Leaf Curl,Poor Drainage,Provide adequate nutrition,0.96,/user/user/document/image_894.jpg,2023-05-08 14:39:24,2024-02-16 05:05:49
Watermelon Mosaic Virus,Pests,Remove infected leaves,0.83,/user/user/document/image_395.jpg,2022-05-14 06:28:36,2023-12-06 03:28:12
Leaf Curl,Poor Drainage,Remove infected leaves,0.83,/user/user/document/image_78.jpg,2022-06-30 08:06:40,2022-12-13 01:59:36
Alternaria Leaf Spot,Poor Drainage,Improve soil drainage,0.63,/user/user/document/image_45.jpg,2023-09-20 15:33:22,2022-10-22 00:07:31
Armillaria Root Rot,Chemical Damage,Remove infected leaves,0.9,/user/user/document/image_627.jpg,2023-12-03 19:05:31,2024-01-06 22:14:42
Spinach Downy Mildew,Viral Infection,Use fungicide,0.94,/user/user/document/image_789.jpg,2023-10-20 22:20:46,2023-06-29 04:09:26
Cercospora Leaf Spot,Fungal Infection,Use proper sanitation practices,0.87,/user/user/document/image_64.jpg,2022-08-27 06:58:54,2023-01-09 08:49:32
Verticillium Wilt,Poor Drainage,Use resistant varieties,0.79,/user/user/document/image_312.jpg,2022-12-21 09:31:41,2022-12-09 22:21:01
Ergot,Bacterial Infection,Apply bactericide,0.81,/user/user/document/image_234.jpg,2022-12-12 08:15:48,2023-01-25 03:51:53
Clubroot,Fungal Infection,Use resistant varieties,0.61,/user/user/document/image_785.jpg,2023-05-02 16:50:58,2022-11-11 02:18:14
Citrus Canker,Chemical Damage,Apply neem oil,0.8,/user/user/document/image_834.jpg,2023-09-24 11:34:45,2023-12-23 09:32:51
Bacterial Speck,Pests,Remove infected leaves,0.61,/user/user/document/image_84.jpg,2024-04-29 10:06:45,2023-02-25 01:44:36
Verticillium Wilt,Chemical Damage,Use proper sanitation practices,0.53,/user/user/document/image_162.jpg,2023-12-18 10:03:40,2022-10-07 10:19:22
White Rust,Fungal Infection,Apply neem oil,0.95,/user/user/document/image_35.jpg,2022-02-16 21:27:46,2023-08-19 17:27:43
Bacterial Streak,Bacterial Infection,Control pests,0.76,/user/user/document/image_378.jpg,2024-01-20 09:32:14,2022-04-09 22:14:44
Black Knot,Environmental Stress,Control pests,0.81,/user/user/document/image_412.jpg,2022-10-17 23:58:30,2022-07-30 23:30:07
Bean Common Mosaic Virus,Bacterial Infection,Apply neem oil,0.92,/user/user/document/image_351.jpg,2022-02-17 14:11:15,2023-10-09 22:26:38
Brown Rot,Environmental Stress,Use fungicide,0.84,/user/user/document/image_466.jpg,2023-09-17 05:15:42,2023-07-15 22:51:46
Potato Scab,Chemical Damage,Provide adequate nutrition,0.77,/user/user/document/image_432.jpg,2024-04-08 17:06:29,2024-04-03 01:09:43
Black Knot,Poor Drainage,Improve soil drainage,0.87,/user/user/document/image_224.jpg,2024-03-19 21:58:06,2023-08-29 12:28:00
Pythium Root Rot,Bacterial Infection,Provide adequate nutrition,0.59,/user/user/document/image_86.jpg,2022-03-27 04:53:14,2024-02-23 17:36:00
Black Spot,Pests,Adjust watering schedule,0.72,/user/user/document/image_677.jpg,2022-07-04 13:17:09,2023-06-05 19:57:32
Onion Downy Mildew,Bacterial Infection,Use proper sanitation practices,0.97,/user/user/document/image_989.jpg,2022-03-20 05:50:47,2024-04-18 05:57:31
Gummy Stem Blight,Chemical Damage,Use fungicide,0.69,/user/user/document/image_745.jpg,2022-03-07 14:28:06,2022-12-20 01:06:46
Cucumber Mosaic Virus,Bacterial Infection,Provide adequate nutrition,0.51,/user/user/document/image_470.jpg,2022-08-11 11:31:39,2023-03-08 09:04:15
Pink Root,Pests,Control pests,0.52,/user/user/document/image_398.jpg,2023-05-21 18:03:49,2023-07-15 00:37:19
Ascochyta Blight,Nutrient Deficiency,Use resistant varieties,0.55,/user/user/document/image_97.jpg,2022-11-08 01:15:29,2023-01-16 12:27:53
Pink Root,Fungal Infection,Apply bactericide,0.86,/user/user/document/image_694.jpg,2023-04-03 21:57:01,2023-09-06 12:52:07
Hydrangea Rust,Bacterial Infection,Use fungicide,0.85,/user/user/document/image_474.jpg,2023-02-04 16:46:53,2023-07-26 01:11:44
Crown Gall,Pests,Control pests,0.71,/user/user/document/image_947.jpg,2023-07-03 20:37:20,2022-10-05 16:10:49
Verticillium Wilt,Fungal Infection,Use fungicide,0.61,/user/user/document/image_511.jpg,2022-09-01 17:27:06,2024-01-15 19:15:03
Bacterial Blight,Pests,Apply bactericide,0.79,/user/user/document/image_978.jpg,2022-07-30 04:22:23,2022-02-26 21:05:47
Impatiens Necrotic Spot Virus,Viral Infection,Apply bactericide,0.61,/user/user/document/image_531.jpg,2022-07-02 23:26:41,2022-12-12 22:55:36
Stem Rust,Poor Drainage,Apply bactericide,0.86,/user/user/document/image_859.jpg,2023-03-06 16:54:04,2022-05-31 14:59:27
Stem Rot,Chemical Damage,Control pests,0.61,/user/user/document/image_627.jpg,2022-10-06 21:18:46,2024-03-17 14:22:42
Sclerotinia Stem Rot,Poor Drainage,Use proper sanitation practices,0.85,/user/user/document/image_831.jpg,2023-09-27 12:09:54,2023-10-02 12:21:48
Citrus Canker,Viral Infection,Use resistant varieties,0.72,/user/user/document/image_684.jpg,2023-05-22 13:09:04,2023-03-20 18:18:16
Blossom End Rot,Poor Drainage,Control pests,0.85,/user/user/document/image_559.jpg,2022-05-29 08:52:56,2022-06-28 03:32:48
Bacterial Canker,Nutrient Deficiency,Use fungicide,0.96,/user/user/document/image_334.jpg,2023-02-26 12:26:06,2022-04-23 14:42:21
Leaf Blotch,Bacterial Infection,Improve soil drainage,0.77,/user/user/document/image_427.jpg,2023-02-06 18:35:16,2022-03-16 12:25:09
Phytophthora Blight,Chemical Damage,Use fungicide,0.91,/user/user/document/image_438.jpg,2022-07-22 04:27:12,2024-04-21 22:47:12
Melon Necrotic Spot Virus,Poor Drainage,Apply bactericide,0.55,/user/user/document/image_591.jpg,2023-12-17 15:54:33,2022-10-23 03:24:49
Anthracnose,Viral Infection,Provide adequate nutrition,0.57,/user/user/document/image_898.jpg,2022-10-07 00:06:36,2024-02-03 23:13:05
Sooty Mold,Environmental Stress,Provide adequate nutrition,0.69,/user/user/document/image_606.jpg,2022-03-11 19:17:02,2022-05-18 13:52:09
Gray Mold,Fungal Infection,Apply bactericide,0.93,/user/user/document/image_554.jpg,2022-10-02 05:13:33,2022-09-20 09:20:19
Fusarium Wilt,Chemical Damage,Use resistant varieties,0.86,/user/user/document/image_893.jpg,2022-12-27 02:18:22,2023-01-24 05:27:18
Black Rot,Chemical Damage,Provide adequate nutrition,0.91,/user/user/document/image_992.jpg,2024-02-19 15:38:34,2024-01-24 03:42:50
Fusarium Wilt,Chemical Damage,Remove infected leaves,0.88,/user/user/document/image_276.jpg,2023-06-22 11:18:46,2024-02-08 23:09:45
Sclerotinia Stem Rot,Chemical Damage,Use fungicide,0.56,/user/user/document/image_262.jpg,2022-04-28 21:47:59,2024-05-02 11:38:22
Anthracnose Fruit Rot,Chemical Damage,Control pests,0.52,/user/user/document/image_304.jpg,2022-02-12 10:56:36,2022-06-27 10:42:50
Botrytis Blight,Bacterial Infection,Improve soil drainage,0.83,/user/user/document/image_180.jpg,2022-05-29 22:11:30,2023-01-05 14:32:28
Sooty Mold,Nutrient Deficiency,Control pests,0.59,/user/user/document/image_833.jpg,2023-01-17 04:29:04,2023-03-13 14:23:37
Bean Common Mosaic Virus,Pests,Apply bactericide,0.77,/user/user/document/image_383.jpg,2023-07-31 09:32:19,2022-05-20 23:39:44
Rice Blast,Pests,Provide adequate nutrition,0.52,/user/user/document/image_403.jpg,2022-12-05 21:49:20,2022-12-05 06:11:39
Potato Scab,Bacterial Infection,Apply bactericide,0.56,/user/user/document/image_937.jpg,2022-05-26 21:52:17,2022-09-08 01:21:54
Spinach Downy Mildew,Environmental Stress,Apply bactericide,0.59,/user/user/document/image_641.jpg,2023-04-24 20:02:44,2024-03-11 05:51:55
Corn Smut,Environmental Stress,Apply bactericide,0.58,/user/user/document/image_909.jpg,2022-02-23 19:46:19,2022-10-14 09:29:42
Septoria Leaf Spot,Viral Infection,Apply bactericide,0.63,/user/user/document/image_454.jpg,2024-01-29 20:09:31,2022-11-29 16:57:55
Potato Scab,Chemical Damage,Apply neem oil,0.97,/user/user/document/image_866.jpg,2023-07-23 04:04:58,2023-05-26 22:43:59
Blue Mold,Bacterial Infection,Remove infected leaves,0.56,/user/user/document/image_198.jpg,2023-12-24 11:37:21,2024-03-17 09:38:30
Squash Mosaic Virus,Poor Drainage,Apply neem oil,0.77,/user/user/document/image_370.jpg,2022-03-30 01:04:53,2022-04-17 04:43:22
Peach Leaf Curl,Viral Infection,Apply neem oil,0.53,/user/user/document/image_353.jpg,2023-02-12 19:45:30,2024-03-29 17:50:42
Pink Root,Environmental Stress,Improve soil drainage,0.68,/user/user/document/image_247.jpg,2024-04-11 08:19:14,2023-03-09 19:02:45
Spinach Downy Mildew,Environmental Stress,Adjust watering schedule,0.7,/user/user/document/image_560.jpg,2022-02-13 17:00:01,2023-05-25 04:47:28
Verticillium Wilt,Chemical Damage,Improve soil drainage,0.66,/user/user/document/image_695.jpg,2022-01-13 11:23:34,2023-04-18 06:44:25
Sooty Mold,Pests,Use resistant varieties,0.76,/user/user/document/image_876.jpg,2023-01-14 05:33:19,2023-03-07 06:02:35
Black Heart,Pests,Use proper sanitation practices,0.82,/user/user/document/image_285.jpg,2022-10-06 22:23:57,2022-08-03 03:37:15
Downy Mildew,Pests,Provide adequate nutrition,0.54,/user/user/document/image_784.jpg,2022-01-09 17:06:40,2022-05-11 09:46:40
Verticillium Wilt,Environmental Stress,Use proper sanitation practices,0.83,/user/user/document/image_793.jpg,2023-02-25 07:01:07,2024-03-11 06:42:57
Bacterial Blight,Pests,Provide adequate nutrition,0.88,/user/user/document/image_234.jpg,2023-09-15 10:08:12,2022-12-17 01:36:12
Armillaria Root Rot,Fungal Infection,Apply bactericide,0.89,/user/user/document/image_252.jpg,2022-09-29 12:26:02,2022-04-21 11:57:21
Gray Mold,Chemical Damage,Use fungicide,0.96,/user/user/document/image_100.jpg,2023-07-15 04:57:03,2022-05-22 17:22:43
Potato Scab,Bacterial Infection,Control pests,0.6,/user/user/document/image_975.jpg,2024-03-18 10:41:17,2023-04-16 03:26:05
Fusarium Wilt,Fungal Infection,Use fungicide,0.78,/user/user/document/image_520.jpg,2022-09-02 06:24:03,2023-02-23 05:55:52
Impatiens Necrotic Spot Virus,Viral Infection,Provide adequate nutrition,1.0,/user/user/document/image_392.jpg,2023-08-10 05:36:47,2022-09-15 14:17:48
Crown Gall,Viral Infection,Remove infected leaves,1.0,/user/user/document/image_639.jpg,2022-06-23 05:53:21,2023-04-26 00:07:36
Ascochyta Blight,Nutrient Deficiency,Apply bactericide,0.81,/user/user/document/image_555.jpg,2022-11-17 22:04:47,2023-10-17 15:43:02
Clubroot,Chemical Damage,Use proper sanitation practices,0.93,/user/user/document/image_377.jpg,2022-07-17 10:45:37,2023-09-09 10:07:16
Stem Rust,Fungal Infection,Improve soil drainage,0.71,/user/user/document/image_174.jpg,2022-08-31 19:18:15,2024-04-05 09:40:38
Leaf Blotch,Environmental Stress,Improve soil drainage,0.99,/user/user/document/image_128.jpg,2022-04-26 16:14:00,2023-02-25 08:30:26
Squash Mosaic Virus,Nutrient Deficiency,Use proper sanitation practices,0.66,/user/user/document/image_532.jpg,2023-09-08 15:09:59,2022-06-18 20:25:29
Zinc Deficiency,Fungal Infection,Provide adequate nutrition,0.61,/user/user/document/image_705.jpg,2023-04-02 12:27:45,2023-02-27 10:05:41
Nematode Damage,Bacterial Infection,Provide adequate nutrition,0.69,/user/user/document/image_242.jpg,2023-06-07 03:06:23,2023-08-24 03:32:36
Impatiens Necrotic Spot Virus,Fungal Infection,Apply neem oil,0.6,/user/user/document/image_51.jpg,2023-09-17 17:34:19,2023-08-19 01:40:57
Pepper Anthracnose,Environmental Stress,Adjust watering schedule,0.54,/user/user/document/image_983.jpg,2024-01-10 05:41:57,2023-04-19 01:34:21
Corn Smut,Poor Drainage,Control pests,0.74,/user/user/document/image_188.jpg,2023-11-19 00:41:48,2022-02-01 20:11:00
Citrus Canker,Poor Drainage,Use resistant varieties,0.59,/user/user/document/image_710.jpg,2023-09-16 11:15:41,2022-03-26 15:00:06
Gray Mold,Chemical Damage,Adjust watering schedule,0.6,/user/user/document/image_431.jpg,2024-05-06 14:23:26,2022-08-07 19:03:11
Rice Blast,Fungal Infection,Apply bactericide,0.78,/user/user/document/image_927.jpg,2024-02-01 23:47:50,2023-07-12 01:16:11
Bacterial Blight,Bacterial Infection,Apply neem oil,0.64,/user/user/document/image_382.jpg,2023-06-19 10:06:17,2023-10-05 11:28:50
Peanut Leaf Spot,Environmental Stress,Adjust watering schedule,0.51,/user/user/document/image_286.jpg,2022-01-21 10:12:44,2022-10-08 13:08:11
Tomato Spotted Wilt Virus,Environmental Stress,Improve soil drainage,0.92,/user/user/document/image_692.jpg,2024-01-07 19:27:25,2023-04-26 11:58:33
Nematode Damage,Poor Drainage,Remove infected leaves,0.79,/user/user/document/image_338.jpg,2022-08-28 10:37:22,2023-09-05 15:55:17
Phomopsis Blight,Poor Drainage,Use proper sanitation practices,0.58,/user/user/document/image_755.jpg,2022-05-17 12:17:16,2022-06-30 02:05:59
Black Rot,Viral Infection,Use fungicide,0.75,/user/user/document/image_613.jpg,2023-07-01 12:39:47,2022-02-28 10:16:15
Anthracnose Fruit Rot,Bacterial Infection,Use resistant varieties,0.52,/user/user/document/image_620.jpg,2023-04-14 08:26:42,2024-04-19 03:11:30
Gray Mold,Viral Infection,Use fungicide,0.83,/user/user/document/image_610.jpg,2024-03-10 11:04:26,2022-02-04 14:44:19
Armillaria Root Rot,Environmental Stress,Apply neem oil,0.88,/user/user/document/image_368.jpg,2023-11-13 23:37:28,2022-06-27 02:59:10
Scab,Pests,Provide adequate nutrition,0.94,/user/user/document/image_116.jpg,2023-04-03 09:48:38,2022-10-31 16:24:38
Fire Blight,Bacterial Infection,Provide adequate nutrition,0.97,/user/user/document/image_519.jpg,2023-06-09 20:24:41,2024-03-15 07:53:14
Late Blight,Fungal Infection,Use fungicide,0.59,/user/user/document/image_850.jpg,2024-03-04 02:32:52,2023-11-09 01:54:31
Phytophthora Blight,Viral Infection,Use proper sanitation practices,0.66,/user/user/document/image_184.jpg,2022-09-19 19:51:29,2022-11-14 12:45:23
Peanut Leaf Spot,Pests,Apply neem oil,0.94,/user/user/document/image_402.jpg,2022-04-16 12:36:35,2022-11-15 06:01:41
Bacterial Blight,Pests,Use resistant varieties,0.68,/user/user/document/image_146.jpg,2023-12-23 02:03:36,2022-03-25 23:51:38
Bacterial Wilt,Viral Infection,Control pests,0.63,/user/user/document/image_21.jpg,2023-11-24 08:31:56,2023-02-25 19:35:36
Root Knot Nematode,Bacterial Infection,Use resistant varieties,0.6,/user/user/document/image_935.jpg,2022-08-03 08:09:04,2022-02-05 06:41:45
Yellow Leaf Curl Virus,Viral Infection,Apply bactericide,0.58,/user/user/document/image_200.jpg,2024-04-17 19:25:56,2022-09-01 01:49:51
Peanut Leaf Spot,Poor Drainage,Remove infected leaves,0.54,/user/user/document/image_35.jpg,2023-01-10 11:13:31,2023-11-07 04:39:28
Gummy Stem Blight,Fungal Infection,Use resistant varieties,0.64,/user/user/document/image_118.jpg,2023-08-24 22:33:38,2022-04-03 12:51:28
Eggplant Verticillium Wilt,Pests,Remove infected leaves,0.81,/user/user/document/image_491.jpg,2022-06-26 03:21:41,2024-05-09 08:41:03
Canker,Bacterial Infection,Apply neem oil,0.89,/user/user/document/image_2.jpg,2023-02-23 13:27:34,2023-10-11 17:18:54
Tomato Spotted Wilt Virus,Chemical Damage,Adjust watering schedule,0.74,/user/user/document/image_546.jpg,2022-12-16 12:46:24,2023-07-05 16:19:23
Ascochyta Blight,Chemical Damage,Control pests,0.75,/user/user/document/image_232.jpg,2023-09-18 08:33:32,2022-05-12 07:19:06
Hydrangea Rust,Bacterial Infection,Use fungicide,0.59,/user/user/document/image_237.jpg,2023-07-27 23:37:08,2022-08-28 14:56:45
Brown Patch,Nutrient Deficiency,Use fungicide,0.58,/user/user/document/image_246.jpg,2022-05-06 03:41:18,2024-01-02 04:06:39
Cucumber Mosaic Virus,Environmental Stress,Adjust watering schedule,0.78,/user/user/document/image_299.jpg,2023-04-07 13:28:28,2022-03-24 12:50:01
Kale Black Rot,Environmental Stress,Use fungicide,0.98,/user/user/document/image_603.jpg,2023-08-17 13:37:48,2024-02-09 04:06:57
Verticillium Wilt,Bacterial Infection,Remove infected leaves,0.6,/user/user/document/image_170.jpg,2022-11-03 16:58:39,2022-04-04 00:34:47
Peanut Leaf Spot,Pests,Use resistant varieties,0.91,/user/user/document/image_910.jpg,2024-03-08 19:47:28,2022-04-12 19:43:32
Clubroot,Poor Drainage,Improve soil drainage,0.57,/user/user/document/image_440.jpg,2022-02-28 13:22:00,2022-06-16 14:58:35
Pythium Root Rot,Viral Infection,Use fungicide,0.51,/user/user/document/image_547.jpg,2022-12-24 05:21:15,2022-09-18 14:51:09
Bacterial Blight,Fungal Infection,Control pests,0.75,/user/user/document/image_439.jpg,2022-05-24 04:09:50,2023-09-14 23:52:43
Rust,Bacterial Infection,Adjust watering schedule,0.52,/user/user/document/image_805.jpg,2022-06-23 17:22:42,2024-03-09 08:08:27
Mosaic Virus,Chemical Damage,Use fungicide,0.82,/user/user/document/image_868.jpg,2022-02-23 18:48:10,2023-05-06 13:34:05
White Rust,Bacterial Infection,Use resistant varieties,0.53,/user/user/document/image_345.jpg,2024-04-30 10:18:49,2023-05-23 17:06:05
Huanglongbing,Poor Drainage,Use proper sanitation practices,0.74,/user/user/document/image_703.jpg,2023-09-20 04:12:07,2023-06-24 18:58:54
Wheat Leaf Rust,Fungal Infection,Apply bactericide,0.59,/user/user/document/image_365.jpg,2023-12-23 09:41:26,2022-03-25 00:04:19
Verticillium Wilt,Bacterial Infection,Provide adequate nutrition,0.85,/user/user/document/image_349.jpg,2023-01-04 23:08:16,2022-04-29 09:26:54
White Mold,Environmental Stress,Apply bactericide,0.63,/user/user/document/image_594.jpg,2022-06-18 22:13:58,2023-10-09 18:12:21
Melon Necrotic Spot Virus,Viral Infection,Use proper sanitation practices,0.51,/user/user/document/image_487.jpg,2022-12-24 14:38:01,2023-10-30 08:12:24
Anthracnose,Chemical Damage,Use resistant varieties,0.58,/user/user/document/image_801.jpg,2023-03-14 15:04:00,2023-10-24 05:29:49
Brown Patch,Poor Drainage,Adjust watering schedule,0.96,/user/user/document/image_432.jpg,2023-09-03 09:31:48,2024-04-13 05:10:30
Ergot,Poor Drainage,Apply bactericide,0.71,/user/user/document/image_402.jpg,2023-03-18 13:38:08,2022-01-10 11:32:52
Maize Dwarf Mosaic Virus,Bacterial Infection,Use fungicide,0.92,/user/user/document/image_255.jpg,2023-06-10 21:16:58,2024-03-09 18:34:48
Cotton Root Rot,Fungal Infection,Use fungicide,0.64,/user/user/document/image_110.jpg,2024-05-05 22:54:44,2023-11-17 02:29:14
Canker,Chemical Damage,Adjust watering schedule,0.92,/user/user/document/image_548.jpg,2023-08-06 22:56:37,2022-06-07 21:15:27
Cabbage Yellows,Pests,Use proper sanitation practices,0.54,/user/user/document/image_658.jpg,2022-11-07 02:29:49,2022-11-22 22:22:55
Fusarium Wilt,Poor Drainage,Apply neem oil,0.99,/user/user/document/image_351.jpg,2023-01-28 01:04:14,2024-03-03 12:27:24
Corky Root Rot,Environmental Stress,Adjust watering schedule,0.75,/user/user/document/image_582.jpg,2023-04-11 03:17:26,2023-02-07 18:35:33
Peanut Leaf Spot,Fungal Infection,Use resistant varieties,0.97,/user/user/document/image_535.jpg,2023-06-08 07:55:25,2024-04-18 13:17:15
Black Root Rot,Fungal Infection,Use fungicide,0.96,/user/user/document/image_162.jpg,2022-07-23 20:44:04,2022-05-18 17:15:54
Blossom End Rot,Pests,Provide adequate nutrition,0.67,/user/user/document/image_630.jpg,2023-12-31 20:52:43,2022-12-06 09:57:37
Needle Blight,Nutrient Deficiency,Use fungicide,0.95,/user/user/document/image_199.jpg,2022-07-03 15:20:08,2023-08-28 15:29:57
Leaf Scorch,Bacterial Infection,Improve soil drainage,0.51,/user/user/document/image_895.jpg,2023-04-23 07:50:11,2023-11-15 18:53:08
Southern Blight,Nutrient Deficiency,Use resistant varieties,0.62,/user/user/document/image_468.jpg,2022-03-02 03:18:52,2024-02-20 18:16:16
Citrus Greening,Nutrient Deficiency,Apply bactericide,0.95,/user/user/document/image_919.jpg,2024-03-03 09:01:31,2022-03-26 00:26:26
Watermelon Mosaic Virus,Nutrient Deficiency,Use proper sanitation practices,0.8,/user/user/document/image_624.jpg,2022-02-19 13:51:51,2022-12-26 12:00:44
Verticillium Wilt,Viral Infection,Adjust watering schedule,0.68,/user/user/document/image_810.jpg,2023-10-03 02:39:26,2023-03-10 20:59:09
Black Spot,Environmental Stress,Adjust watering schedule,0.97,/user/user/document/image_661.jpg,2023-05-10 23:16:41,2022-07-25 12:37:18
Leaf Spot,Bacterial Infection,Apply bactericide,0.65,/user/user/document/image_664.jpg,2024-02-19 17:53:30,2023-04-29 04:50:29
Hydrangea Rust,Fungal Infection,Apply neem oil,0.74,/user/user/document/image_739.jpg,2023-05-10 02:43:43,2023-07-17 17:33:55
Phytophthora Blight,Environmental Stress,Remove infected leaves,0.92,/user/user/document/image_802.jpg,2023-08-07 02:23:15,2022-05-29 20:55:13
Fire Blight,Nutrient Deficiency,Improve soil drainage,0.85,/user/user/document/image_743.jpg,2022-10-03 07:05:28,2022-08-03 14:21:41
Rhizoctonia Root Rot,Bacterial Infection,Control pests,0.76,/user/user/document/image_991.jpg,2023-10-22 19:07:06,2024-03-13 06:40:46
Huanglongbing,Bacterial Infection,Apply bactericide,0.69,/user/user/document/image_855.jpg,2022-03-21 23:00:49,2023-05-23 01:04:31
Yellow Leaf Curl Virus,Poor Drainage,Use resistant varieties,0.79,/user/user/document/image_944.jpg,2022-07-07 09:25:01,2023-01-22 07:39:40
Anthracnose,Chemical Damage,Use proper sanitation practices,0.55,/user/user/document/image_992.jpg,2024-02-09 06:33:04,2022-08-09 21:08:23
Citrus Canker,Pests,Use proper sanitation practices,0.51,/user/user/document/image_719.jpg,2022-01-25 12:40:25,2022-04-11 00:52:03
Stem Rot,Environmental Stress,Use fungicide,0.95,/user/user/document/image_626.jpg,2024-04-01 06:59:39,2024-01-23 20:04:09
Septoria Leaf Spot,Environmental Stress,Use resistant varieties,0.61,/user/user/document/image_612.jpg,2022-08-01 12:50:44,2022-11-07 02:32:10
Septoria Leaf Spot,Nutrient Deficiency,Remove infected leaves,0.61,/user/user/document/image_927.jpg,2023-08-31 01:13:51,2022-05-20 05:30:53
Alternaria Leaf Spot,Bacterial Infection,Use fungicide,0.66,/user/user/document/image_739.jpg,2022-01-09 18:35:21,2023-11-02 05:51:26
Red Stele,Viral Infection,Improve soil drainage,0.77,/user/user/document/image_232.jpg,2022-03-19 09:08:51,2022-08-04 13:08:57
Bacterial Canker,Viral Infection,Use proper sanitation practices,0.52,/user/user/document/image_285.jpg,2022-07-16 16:07:11,2024-02-14 05:14:27
Tobacco Mosaic Virus,Poor Drainage,Use proper sanitation practices,0.98,/user/user/document/image_576.jpg,2022-02-04 20:38:34,2022-09-01 18:01:13
Apple Scab,Nutrient Deficiency,Adjust watering schedule,0.6,/user/user/document/image_763.jpg,2023-06-20 01:55:32,2022-12-06 19:01:59
Pepper Anthracnose,Nutrient Deficiency,Apply neem oil,0.89,/user/user/document/image_393.jpg,2022-11-17 02:43:35,2022-05-19 22:50:18
Cotton Root Rot,Viral Infection,Use fungicide,0.99,/user/user/document/image_459.jpg,2022-01-12 21:08:10,2023-01-03 11:22:10
Phytophthora Blight,Fungal Infection,Improve soil drainage,0.89,/user/user/document/image_913.jpg,2024-04-13 06:29:10,2024-01-07 01:01:40
Maize Dwarf Mosaic Virus,Fungal Infection,Apply neem oil,0.66,/user/user/document/image_476.jpg,2023-03-29 06:33:41,2023-02-03 10:47:12
Rust,Pests,Adjust watering schedule,0.98,/user/user/document/image_458.jpg,2022-07-15 03:30:43,2023-09-05 15:30:21
Blossom End Rot,Fungal Infection,Control pests,0.89,/user/user/document/image_501.jpg,2022-02-22 02:15:19,2023-09-10 20:08:38
Red Stele,Pests,Use resistant varieties,0.86,/user/user/document/image_904.jpg,2024-01-10 11:41:36,2023-11-14 00:21:57
Sclerotinia Stem Rot,Pests,Use fungicide,0.76,/user/user/document/image_607.jpg,2023-04-07 07:02:25,2022-08-31 08:55:47
Black Root Rot,Environmental Stress,Use fungicide,0.55,/user/user/document/image_749.jpg,2024-03-07 01:39:04,2022-04-01 13:56:25
Gray Leaf Spot,Environmental Stress,Improve soil drainage,0.84,/user/user/document/image_875.jpg,2023-09-24 08:53:16,2022-12-14 17:54:32
Pink Root,Environmental Stress,Use fungicide,0.76,/user/user/document/image_789.jpg,2023-10-19 05:37:31,2024-02-24 05:59:59
Corn Smut,Poor Drainage,Use fungicide,0.58,/user/user/document/image_781.jpg,2023-08-23 23:43:23,2024-05-07 20:30:08
Brown Patch,Bacterial Infection,Use fungicide,0.8,/user/user/document/image_216.jpg,2024-03-17 03:33:50,2023-07-08 18:33:28
Leaf Curl,Fungal Infection,Adjust watering schedule,0.92,/user/user/document/image_700.jpg,2024-01-21 13:17:31,2022-06-24 18:04:46
Black Rot,Poor Drainage,Apply bactericide,0.81,/user/user/document/image_382.jpg,2023-04-04 06:05:21,2023-05-02 00:51:42
Black Root Rot,Poor Drainage,Apply neem oil,0.68,/user/user/document/image_108.jpg,2022-02-25 14:43:24,2023-02-03 17:13:59
Early Blight,Pests,Control pests,0.59,/user/user/document/image_604.jpg,2023-04-14 17:44:57,2023-11-02 15:53:49
Gummy Stem Blight,Fungal Infection,Improve soil drainage,0.8,/user/user/document/image_842.jpg,2023-01-26 02:13:18,2024-01-14 01:29:21
White Mold,Fungal Infection,Remove infected leaves,0.95,/user/user/document/image_748.jpg,2023-09-01 14:25:00,2022-12-25 02:57:40
Brown Rot,Viral Infection,Use fungicide,0.59,/user/user/document/image_763.jpg,2022-04-13 16:44:44,2023-09-17 16:50:56
